raw_sentence,tokens,tokens_no_stop,stemmed,lemmatized
"It's no wonder that Hawthorn locked himself in his mothers attic, he was mentally ill before he ever wrote the book.","['its', 'no', 'wonder', 'that', 'hawthorn', 'locked', 'himself', 'in', 'his', 'mothers', 'attic', 'he', 'was', 'mentally', 'ill', 'before', 'he', 'ever', 'wrote', 'the', 'book']","['wonder', 'hawthorn', 'locked', 'mothers', 'attic', 'mentally', 'ill', 'ever', 'wrote', 'book']","['wonder', 'hawthorn', 'lock', 'mother', 'attic', 'mental', 'ill', 'ever', 'wrote', 'book']","['wonder', 'hawthorn', 'locked', 'mother', 'attic', 'mentally', 'ill', 'ever', 'wrote', 'book']"
"If you are a high school student,like I am, you know the hell that I had to go through and I am guessing you never want to put yourself through it again.","['if', 'you', 'are', 'a', 'high', 'school', 'studentlike', 'i', 'am', 'you', 'know', 'the', 'hell', 'that', 'i', 'had', 'to', 'go', 'through', 'and', 'i', 'am', 'guessing', 'you', 'never', 'want', 'to', 'put', 'yourself', 'through', 'it', 'again']","['high', 'school', 'studentlike', 'know', 'hell', 'go', 'guessing', 'never', 'want', 'put']","['high', 'school', 'studentlik', 'know', 'hell', 'go', 'guess', 'never', 'want', 'put']","['high', 'school', 'studentlike', 'know', 'hell', 'go', 'guessing', 'never', 'want', 'put']"
"And to you who have no read this book, don't.","['and', 'to', 'you', 'who', 'have', 'no', 'read', 'this', 'book', 'dont']","['read', 'book', 'dont']","['read', 'book', 'dont']","['read', 'book', 'dont']"
"You have not, or never will commit enough sin to be put in to the type of hell that this book offers the reader.","['you', 'have', 'not', 'or', 'never', 'will', 'commit', 'enough', 'sin', 'to', 'be', 'put', 'in', 'to', 'the', 'type', 'of', 'hell', 'that', 'this', 'book', 'offers', 'the', 'reader']","['never', 'commit', 'enough', 'sin', 'put', 'type', 'hell', 'book', 'offers', 'reader']","['never', 'commit', 'enough', 'sin', 'put', 'type', 'hell', 'book', 'offer', 'reader']","['never', 'commit', 'enough', 'sin', 'put', 'type', 'hell', 'book', 'offer', 'reader']"
DO NOT READ THIS BOOK.,"['do', 'not', 'read', 'this', 'book']","['read', 'book']","['read', 'book']","['read', 'book']"
"Oh, and by the way who decided that this was a classic romantic book, there is nothing romantic about this novel, nor anything good.","['oh', 'and', 'by', 'the', 'way', 'who', 'decided', 'that', 'this', 'was', 'a', 'classic', 'romantic', 'book', 'there', 'is', 'nothing', 'romantic', 'about', 'this', 'novel', 'nor', 'anything', 'good']","['oh', 'way', 'decided', 'classic', 'romantic', 'book', 'nothing', 'romantic', 'novel', 'anything', 'good']","['oh', 'way', 'decid', 'classic', 'romant', 'book', 'noth', 'romant', 'novel', 'anyth', 'good']","['oh', 'way', 'decided', 'classic', 'romantic', 'book', 'nothing', 'romantic', 'novel', 'anything', 'good']"
"If you are in the mood for a good romance shoot for Nora Roberts or Sandra Brown, they can actually write!","['if', 'you', 'are', 'in', 'the', 'mood', 'for', 'a', 'good', 'romance', 'shoot', 'for', 'nora', 'roberts', 'or', 'sandra', 'brown', 'they', 'can', 'actually', 'write']","['mood', 'good', 'romance', 'shoot', 'nora', 'roberts', 'sandra', 'brown', 'actually', 'write']","['mood', 'good', 'romanc', 'shoot', 'nora', 'robert', 'sandra', 'brown', 'actual', 'write']","['mood', 'good', 'romance', 'shoot', 'nora', 'robert', 'sandra', 'brown', 'actually', 'write']"
"The pain brought on by this archaicly verbose peice of literary kindling is so great that, while reading, I was greatly tempted to gouge out my eyes to prevent any future encounters with Mr. Hawthorne's ""work"".","['the', 'pain', 'brought', 'on', 'by', 'this', 'archaicly', 'verbose', 'peice', 'of', 'literary', 'kindling', 'is', 'so', 'great', 'that', 'while', 'reading', 'i', 'was', 'greatly', 'tempted', 'to', 'gouge', 'out', 'my', 'eyes', 'to', 'prevent', 'any', 'future', 'encounters', 'with', 'mr', 'hawthornes', 'work']","['pain', 'brought', 'archaicly', 'verbose', 'peice', 'literary', 'kindling', 'great', 'reading', 'greatly', 'tempted', 'gouge', 'eyes', 'prevent', 'future', 'encounters', 'mr', 'hawthornes', 'work']","['pain', 'brought', 'archaicli', 'verbos', 'peic', 'literari', 'kindl', 'great', 'read', 'greatli', 'tempt', 'goug', 'eye', 'prevent', 'futur', 'encount', 'mr', 'hawthorn', 'work']","['pain', 'brought', 'archaicly', 'verbose', 'peice', 'literary', 'kindling', 'great', 'reading', 'greatly', 'tempted', 'gouge', 'eye', 'prevent', 'future', 'encounter', 'mr', 'hawthorne', 'work']"
"Please, for the love of all things sacred USE CLIFFNOTES!!!","['please', 'for', 'the', 'love', 'of', 'all', 'things', 'sacred', 'use', 'cliffnotes']","['please', 'love', 'things', 'sacred', 'use', 'cliffnotes']","['pleas', 'love', 'thing', 'sacr', 'use', 'cliffnot']","['please', 'love', 'thing', 'sacred', 'use', 'cliffnotes']"
It will save you from years of therapy.,"['it', 'will', 'save', 'you', 'from', 'years', 'of', 'therapy']","['save', 'years', 'therapy']","['save', 'year', 'therapi']","['save', 'year', 'therapy']"
I am scarred for live.,"['i', 'am', 'scarred', 'for', 'live']","['scarred', 'live']","['scar', 'live']","['scarred', 'live']"
My soul will be tormented after death and i will be forced to walk the earth in search for reconciliation.,"['my', 'soul', 'will', 'be', 'tormented', 'after', 'death', 'and', 'i', 'will', 'be', 'forced', 'to', 'walk', 'the', 'earth', 'in', 'search', 'for', 'reconciliation']","['soul', 'tormented', 'death', 'forced', 'walk', 'earth', 'search', 'reconciliation']","['soul', 'torment', 'death', 'forc', 'walk', 'earth', 'search', 'reconcili']","['soul', 'tormented', 'death', 'forced', 'walk', 'earth', 'search', 'reconciliation']"
"No, I'm not talking about Hester's crime.","['no', 'im', 'not', 'talking', 'about', 'hesters', 'crime']","['im', 'talking', 'hesters', 'crime']","['im', 'talk', 'hester', 'crime']","['im', 'talking', 'hesters', 'crime']"
I'm talking about this STUPID BOOK!,"['im', 'talking', 'about', 'this', 'stupid', 'book']","['im', 'talking', 'stupid', 'book']","['im', 'talk', 'stupid', 'book']","['im', 'talking', 'stupid', 'book']"
"If only Hawthorne had kept his job in the customs house (see prologue), this abomination would never have been spawned from the cess-ridden depths of Hawthorne's twisted thinking organ.","['if', 'only', 'hawthorne', 'had', 'kept', 'his', 'job', 'in', 'the', 'customs', 'house', 'see', 'prologue', 'this', 'abomination', 'would', 'never', 'have', 'been', 'spawned', 'from', 'the', 'cessridden', 'depths', 'of', 'hawthornes', 'twisted', 'thinking', 'organ']","['hawthorne', 'kept', 'job', 'customs', 'house', 'see', 'prologue', 'abomination', 'would', 'never', 'spawned', 'cessridden', 'depths', 'hawthornes', 'twisted', 'thinking', 'organ']","['hawthorn', 'kept', 'job', 'custom', 'hous', 'see', 'prologu', 'abomin', 'would', 'never', 'spawn', 'cessridden', 'depth', 'hawthorn', 'twist', 'think', 'organ']","['hawthorne', 'kept', 'job', 'custom', 'house', 'see', 'prologue', 'abomination', 'would', 'never', 'spawned', 'cessridden', 'depth', 'hawthorne', 'twisted', 'thinking', 'organ']"
(You can figure THAT out on your own).,"['you', 'can', 'figure', 'that', 'out', 'on', 'your', 'own']",['figure'],['figur'],['figure']
This book is untolerably boring (the only proven cure of insomnia - if you don't mind the side effects) and the descriptions are ridiculously entangling.,"['this', 'book', 'is', 'untolerably', 'boring', 'the', 'only', 'proven', 'cure', 'of', 'insomnia', 'if', 'you', 'dont', 'mind', 'the', 'side', 'effects', 'and', 'the', 'descriptions', 'are', 'ridiculously', 'entangling']","['book', 'untolerably', 'boring', 'proven', 'cure', 'insomnia', 'dont', 'mind', 'side', 'effects', 'descriptions', 'ridiculously', 'entangling']","['book', 'untoler', 'bore', 'proven', 'cure', 'insomnia', 'dont', 'mind', 'side', 'effect', 'descript', 'ridicul', 'entangl']","['book', 'untolerably', 'boring', 'proven', 'cure', 'insomnia', 'dont', 'mind', 'side', 'effect', 'description', 'ridiculously', 'entangling']"
"In the words of Mr. Hawthorne himself, this book is ""ignominiously"" dull.","['in', 'the', 'words', 'of', 'mr', 'hawthorne', 'himself', 'this', 'book', 'is', 'ignominiously', 'dull']","['words', 'mr', 'hawthorne', 'book', 'ignominiously', 'dull']","['word', 'mr', 'hawthorn', 'book', 'ignomini', 'dull']","['word', 'mr', 'hawthorne', 'book', 'ignominiously', 'dull']"
PRESERVE YOUR SANITY!,"['preserve', 'your', 'sanity']","['preserve', 'sanity']","['preserv', 'saniti']","['preserve', 'sanity']"
NEVER READ THIS!,"['never', 'read', 'this']","['never', 'read']","['never', 'read']","['never', 'read']"
NEVER!I sleep now...,"['neveri', 'sleep', 'now']","['neveri', 'sleep']","['neveri', 'sleep']","['neveri', 'sleep']"
where to bloody begin.... ah.. in my junior year i and everyone else in class was forced to read the book and watch the horrible origanal slow and boring movie.,"['where', 'to', 'bloody', 'begin', 'ah', 'in', 'my', 'junior', 'year', 'i', 'and', 'everyone', 'else', 'in', 'class', 'was', 'forced', 'to', 'read', 'the', 'book', 'and', 'watch', 'the', 'horrible', 'origanal', 'slow', 'and', 'boring', 'movie']","['bloody', 'begin', 'ah', 'junior', 'year', 'everyone', 'else', 'class', 'forced', 'read', 'book', 'watch', 'horrible', 'origanal', 'slow', 'boring', 'movie']","['bloodi', 'begin', 'ah', 'junior', 'year', 'everyon', 'els', 'class', 'forc', 'read', 'book', 'watch', 'horribl', 'origan', 'slow', 'bore', 'movi']","['bloody', 'begin', 'ah', 'junior', 'year', 'everyone', 'else', 'class', 'forced', 'read', 'book', 'watch', 'horrible', 'origanal', 'slow', 'boring', 'movie']"
"after we got done with it almost everyone in the whole dang room yelled out that it suck, right at the same time.","['after', 'we', 'got', 'done', 'with', 'it', 'almost', 'everyone', 'in', 'the', 'whole', 'dang', 'room', 'yelled', 'out', 'that', 'it', 'suck', 'right', 'at', 'the', 'same', 'time']","['got', 'done', 'almost', 'everyone', 'whole', 'dang', 'room', 'yelled', 'suck', 'right', 'time']","['got', 'done', 'almost', 'everyon', 'whole', 'dang', 'room', 'yell', 'suck', 'right', 'time']","['got', 'done', 'almost', 'everyone', 'whole', 'dang', 'room', 'yelled', 'suck', 'right', 'time']"
both this and the great gatsby sucked.,"['both', 'this', 'and', 'the', 'great', 'gatsby', 'sucked']","['great', 'gatsby', 'sucked']","['great', 'gatsbi', 'suck']","['great', 'gatsby', 'sucked']"
but i dd surprisngly enjoyed the great gatsby movie towards the end of it,"['but', 'i', 'dd', 'surprisngly', 'enjoyed', 'the', 'great', 'gatsby', 'movie', 'towards', 'the', 'end', 'of', 'it']","['dd', 'surprisngly', 'enjoyed', 'great', 'gatsby', 'movie', 'towards', 'end']","['dd', 'surprisngli', 'enjoy', 'great', 'gatsbi', 'movi', 'toward', 'end']","['dd', 'surprisngly', 'enjoyed', 'great', 'gatsby', 'movie', 'towards', 'end']"
"Oh man, where do i begin with this one?","['oh', 'man', 'where', 'do', 'i', 'begin', 'with', 'this', 'one']","['oh', 'man', 'begin', 'one']","['oh', 'man', 'begin', 'one']","['oh', 'man', 'begin', 'one']"
"First of all, I want to say that a 1 star rating is flattering this novel beyond all means.","['first', 'of', 'all', 'i', 'want', 'to', 'say', 'that', 'a', 'star', 'rating', 'is', 'flattering', 'this', 'novel', 'beyond', 'all', 'means']","['first', 'want', 'say', 'star', 'rating', 'flattering', 'novel', 'beyond', 'means']","['first', 'want', 'say', 'star', 'rate', 'flatter', 'novel', 'beyond', 'mean']","['first', 'want', 'say', 'star', 'rating', 'flattering', 'novel', 'beyond', 'mean']"
The Scarlett Letter is one of the most boring pieces of junk that I have ever been assigned to read.,"['the', 'scarlett', 'letter', 'is', 'one', 'of', 'the', 'most', 'boring', 'pieces', 'of', 'junk', 'that', 'i', 'have', 'ever', 'been', 'assigned', 'to', 'read']","['scarlett', 'letter', 'one', 'boring', 'pieces', 'junk', 'ever', 'assigned', 'read']","['scarlett', 'letter', 'one', 'bore', 'piec', 'junk', 'ever', 'assign', 'read']","['scarlett', 'letter', 'one', 'boring', 'piece', 'junk', 'ever', 'assigned', 'read']"
"I realize that there is a ton of symbolism in this novel, but if you can't stay awake to find it, what's the point?","['i', 'realize', 'that', 'there', 'is', 'a', 'ton', 'of', 'symbolism', 'in', 'this', 'novel', 'but', 'if', 'you', 'cant', 'stay', 'awake', 'to', 'find', 'it', 'whats', 'the', 'point']","['realize', 'ton', 'symbolism', 'novel', 'cant', 'stay', 'awake', 'find', 'whats', 'point']","['realiz', 'ton', 'symbol', 'novel', 'cant', 'stay', 'awak', 'find', 'what', 'point']","['realize', 'ton', 'symbolism', 'novel', 'cant', 'stay', 'awake', 'find', 'whats', 'point']"
"Also, it really helps when Hawthorne decides to use 15 letter words in each and every sentence.","['also', 'it', 'really', 'helps', 'when', 'hawthorne', 'decides', 'to', 'use', 'letter', 'words', 'in', 'each', 'and', 'every', 'sentence']","['also', 'really', 'helps', 'hawthorne', 'decides', 'use', 'letter', 'words', 'every', 'sentence']","['also', 'realli', 'help', 'hawthorn', 'decid', 'use', 'letter', 'word', 'everi', 'sentenc']","['also', 'really', 'help', 'hawthorne', 'decides', 'use', 'letter', 'word', 'every', 'sentence']"
Only person that I would recommend this novel to is an insomnia patient.,"['only', 'person', 'that', 'i', 'would', 'recommend', 'this', 'novel', 'to', 'is', 'an', 'insomnia', 'patient']","['person', 'would', 'recommend', 'novel', 'insomnia', 'patient']","['person', 'would', 'recommend', 'novel', 'insomnia', 'patient']","['person', 'would', 'recommend', 'novel', 'insomnia', 'patient']"
"This one ranks right up there with A Tale Of Two Cities (another ""Classic"").","['this', 'one', 'ranks', 'right', 'up', 'there', 'with', 'a', 'tale', 'of', 'two', 'cities', 'another', 'classic']","['one', 'ranks', 'right', 'tale', 'two', 'cities', 'another', 'classic']","['one', 'rank', 'right', 'tale', 'two', 'citi', 'anoth', 'classic']","['one', 'rank', 'right', 'tale', 'two', 'city', 'another', 'classic']"
this novel is of course set in england in the eighteeth centuryher a young woman jailed for crimes she commted outside themarriage was branded with a scarlett letter over her bossom.this was tipical of the ear and time.,"['this', 'novel', 'is', 'of', 'course', 'set', 'in', 'england', 'in', 'the', 'eighteeth', 'centuryher', 'a', 'young', 'woman', 'jailed', 'for', 'crimes', 'she', 'commted', 'outside', 'themarriage', 'was', 'branded', 'with', 'a', 'scarlett', 'letter', 'over', 'her', 'bossomthis', 'was', 'tipical', 'of', 'the', 'ear', 'and', 'time']","['novel', 'course', 'set', 'england', 'eighteeth', 'centuryher', 'young', 'woman', 'jailed', 'crimes', 'commted', 'outside', 'themarriage', 'branded', 'scarlett', 'letter', 'bossomthis', 'tipical', 'ear', 'time']","['novel', 'cours', 'set', 'england', 'eighteeth', 'centuryh', 'young', 'woman', 'jail', 'crime', 'commt', 'outsid', 'themarriag', 'brand', 'scarlett', 'letter', 'bossomthi', 'tipic', 'ear', 'time']","['novel', 'course', 'set', 'england', 'eighteeth', 'centuryher', 'young', 'woman', 'jailed', 'crime', 'commted', 'outside', 'themarriage', 'branded', 'scarlett', 'letter', 'bossomthis', 'tipical', 'ear', 'time']"
"If you can read and readily understand old-english, you *may* be able to enjoy this novel.I found it painfully long and didn't even care to finish it, which is unheard of for me!","['if', 'you', 'can', 'read', 'and', 'readily', 'understand', 'oldenglish', 'you', 'may', 'be', 'able', 'to', 'enjoy', 'this', 'noveli', 'found', 'it', 'painfully', 'long', 'and', 'didnt', 'even', 'care', 'to', 'finish', 'it', 'which', 'is', 'unheard', 'of', 'for', 'me']","['read', 'readily', 'understand', 'oldenglish', 'may', 'able', 'enjoy', 'noveli', 'found', 'painfully', 'long', 'didnt', 'even', 'care', 'finish', 'unheard']","['read', 'readili', 'understand', 'oldenglish', 'may', 'abl', 'enjoy', 'nove', 'found', 'pain', 'long', 'didnt', 'even', 'care', 'finish', 'unheard']","['read', 'readily', 'understand', 'oldenglish', 'may', 'able', 'enjoy', 'noveli', 'found', 'painfully', 'long', 'didnt', 'even', 'care', 'finish', 'unheard']"
"Unfortunately, I have to say that I am very very disappointed with this order.","['unfortunately', 'i', 'have', 'to', 'say', 'that', 'i', 'am', 'very', 'very', 'disappointed', 'with', 'this', 'order']","['unfortunately', 'say', 'disappointed', 'order']","['unfortun', 'say', 'disappoint', 'order']","['unfortunately', 'say', 'disappointed', 'order']"
I ordered this book on Sept 2 for my daughter to read and write a report about for school.,"['i', 'ordered', 'this', 'book', 'on', 'sept', 'for', 'my', 'daughter', 'to', 'read', 'and', 'write', 'a', 'report', 'about', 'for', 'school']","['ordered', 'book', 'sept', 'daughter', 'read', 'write', 'report', 'school']","['order', 'book', 'sept', 'daughter', 'read', 'write', 'report', 'school']","['ordered', 'book', 'sept', 'daughter', 'read', 'write', 'report', 'school']"
"(Report is due Oct 25) and to date, October 9, I have NOT RECEIVED it yet.","['report', 'is', 'due', 'oct', 'and', 'to', 'date', 'october', 'i', 'have', 'not', 'received', 'it', 'yet']","['report', 'due', 'oct', 'date', 'october', 'received', 'yet']","['report', 'due', 'oct', 'date', 'octob', 'receiv', 'yet']","['report', 'due', 'oct', 'date', 'october', 'received', 'yet']"
"When I contacted the vendor to report last week, I basically received a ""sorry for your luck, but once it leaves our hands, we really don't care"" type of response.","['when', 'i', 'contacted', 'the', 'vendor', 'to', 'report', 'last', 'week', 'i', 'basically', 'received', 'a', 'sorry', 'for', 'your', 'luck', 'but', 'once', 'it', 'leaves', 'our', 'hands', 'we', 'really', 'dont', 'care', 'type', 'of', 'response']","['contacted', 'vendor', 'report', 'last', 'week', 'basically', 'received', 'sorry', 'luck', 'leaves', 'hands', 'really', 'dont', 'care', 'type', 'response']","['contact', 'vendor', 'report', 'last', 'week', 'basic', 'receiv', 'sorri', 'luck', 'leav', 'hand', 'realli', 'dont', 'care', 'type', 'respons']","['contacted', 'vendor', 'report', 'last', 'week', 'basically', 'received', 'sorry', 'luck', 'leaf', 'hand', 'really', 'dont', 'care', 'type', 'response']"
Totally not impressed.,"['totally', 'not', 'impressed']","['totally', 'impressed']","['total', 'impress']","['totally', 'impressed']"
This was one of the most boring books i've ever read.,"['this', 'was', 'one', 'of', 'the', 'most', 'boring', 'books', 'ive', 'ever', 'read']","['one', 'boring', 'books', 'ive', 'ever', 'read']","['one', 'bore', 'book', 'ive', 'ever', 'read']","['one', 'boring', 'book', 'ive', 'ever', 'read']"
"Unfortunately i did not give up on Hawthorne after reading this novel, that was a mistake.","['unfortunately', 'i', 'did', 'not', 'give', 'up', 'on', 'hawthorne', 'after', 'reading', 'this', 'novel', 'that', 'was', 'a', 'mistake']","['unfortunately', 'give', 'hawthorne', 'reading', 'novel', 'mistake']","['unfortun', 'give', 'hawthorn', 'read', 'novel', 'mistak']","['unfortunately', 'give', 'hawthorne', 'reading', 'novel', 'mistake']"
"I'd pass on this one if i were you, if you must read this for school I highly suggest getting a summary online.","['id', 'pass', 'on', 'this', 'one', 'if', 'i', 'were', 'you', 'if', 'you', 'must', 'read', 'this', 'for', 'school', 'i', 'highly', 'suggest', 'getting', 'a', 'summary', 'online']","['id', 'pass', 'one', 'must', 'read', 'school', 'highly', 'suggest', 'getting', 'summary', 'online']","['id', 'pass', 'one', 'must', 'read', 'school', 'highli', 'suggest', 'get', 'summari', 'onlin']","['id', 'pas', 'one', 'must', 'read', 'school', 'highly', 'suggest', 'getting', 'summary', 'online']"
This is probably the most confusing and worst book I have ever read!,"['this', 'is', 'probably', 'the', 'most', 'confusing', 'and', 'worst', 'book', 'i', 'have', 'ever', 'read']","['probably', 'confusing', 'worst', 'book', 'ever', 'read']","['probabl', 'confus', 'worst', 'book', 'ever', 'read']","['probably', 'confusing', 'worst', 'book', 'ever', 'read']"
The author uses incredibly large words and you constantly have to use a dictionary or else you most likely won't know hat you are reading.,"['the', 'author', 'uses', 'incredibly', 'large', 'words', 'and', 'you', 'constantly', 'have', 'to', 'use', 'a', 'dictionary', 'or', 'else', 'you', 'most', 'likely', 'wont', 'know', 'hat', 'you', 'are', 'reading']","['author', 'uses', 'incredibly', 'large', 'words', 'constantly', 'use', 'dictionary', 'else', 'likely', 'wont', 'know', 'hat', 'reading']","['author', 'use', 'incred', 'larg', 'word', 'constantli', 'use', 'dictionari', 'els', 'like', 'wont', 'know', 'hat', 'read']","['author', 'us', 'incredibly', 'large', 'word', 'constantly', 'use', 'dictionary', 'else', 'likely', 'wont', 'know', 'hat', 'reading']"
From my point of view as a high school (with mostly A's and good at English) student I would not recommend this book to any other high school age students.,"['from', 'my', 'point', 'of', 'view', 'as', 'a', 'high', 'school', 'with', 'mostly', 'as', 'and', 'good', 'at', 'english', 'student', 'i', 'would', 'not', 'recommend', 'this', 'book', 'to', 'any', 'other', 'high', 'school', 'age', 'students']","['point', 'view', 'high', 'school', 'mostly', 'good', 'english', 'student', 'would', 'recommend', 'book', 'high', 'school', 'age', 'students']","['point', 'view', 'high', 'school', 'mostli', 'good', 'english', 'student', 'would', 'recommend', 'book', 'high', 'school', 'age', 'student']","['point', 'view', 'high', 'school', 'mostly', 'good', 'english', 'student', 'would', 'recommend', 'book', 'high', 'school', 'age', 'student']"
The author needs to get to the point and not drag on for pages about things that are not important at all.,"['the', 'author', 'needs', 'to', 'get', 'to', 'the', 'point', 'and', 'not', 'drag', 'on', 'for', 'pages', 'about', 'things', 'that', 'are', 'not', 'important', 'at', 'all']","['author', 'needs', 'get', 'point', 'drag', 'pages', 'things', 'important']","['author', 'need', 'get', 'point', 'drag', 'page', 'thing', 'import']","['author', 'need', 'get', 'point', 'drag', 'page', 'thing', 'important']"
Long setences also makes the book drag on.,"['long', 'setences', 'also', 'makes', 'the', 'book', 'drag', 'on']","['long', 'setences', 'also', 'makes', 'book', 'drag']","['long', 'setenc', 'also', 'make', 'book', 'drag']","['long', 'setences', 'also', 'make', 'book', 'drag']"
If I didn't have to read this book for a book report I would have put it down after the first page or two and usually I finish every book that I start.,"['if', 'i', 'didnt', 'have', 'to', 'read', 'this', 'book', 'for', 'a', 'book', 'report', 'i', 'would', 'have', 'put', 'it', 'down', 'after', 'the', 'first', 'page', 'or', 'two', 'and', 'usually', 'i', 'finish', 'every', 'book', 'that', 'i', 'start']","['didnt', 'read', 'book', 'book', 'report', 'would', 'put', 'first', 'page', 'two', 'usually', 'finish', 'every', 'book', 'start']","['didnt', 'read', 'book', 'book', 'report', 'would', 'put', 'first', 'page', 'two', 'usual', 'finish', 'everi', 'book', 'start']","['didnt', 'read', 'book', 'book', 'report', 'would', 'put', 'first', 'page', 'two', 'usually', 'finish', 'every', 'book', 'start']"
This book had me in tears because it was so difficult.,"['this', 'book', 'had', 'me', 'in', 'tears', 'because', 'it', 'was', 'so', 'difficult']","['book', 'tears', 'difficult']","['book', 'tear', 'difficult']","['book', 'tear', 'difficult']"
I had to ask my English teacher to explain this to me.,"['i', 'had', 'to', 'ask', 'my', 'english', 'teacher', 'to', 'explain', 'this', 'to', 'me']","['ask', 'english', 'teacher', 'explain']","['ask', 'english', 'teacher', 'explain']","['ask', 'english', 'teacher', 'explain']"
"Read this book at your own risk, but i do not reccommend it to anyone.","['read', 'this', 'book', 'at', 'your', 'own', 'risk', 'but', 'i', 'do', 'not', 'reccommend', 'it', 'to', 'anyone']","['read', 'book', 'risk', 'reccommend', 'anyone']","['read', 'book', 'risk', 'reccommend', 'anyon']","['read', 'book', 'risk', 'reccommend', 'anyone']"
I agree 100% that Hawthorne was a brillaint writer.,"['i', 'agree', 'that', 'hawthorne', 'was', 'a', 'brillaint', 'writer']","['agree', 'hawthorne', 'brillaint', 'writer']","['agre', 'hawthorn', 'brillaint', 'writer']","['agree', 'hawthorne', 'brillaint', 'writer']"
But this book was horrible.,"['but', 'this', 'book', 'was', 'horrible']","['book', 'horrible']","['book', 'horribl']","['book', 'horrible']"
A simple phrase of action (Hester walking down the street) would be 4 pages of reflection.,"['a', 'simple', 'phrase', 'of', 'action', 'hester', 'walking', 'down', 'the', 'street', 'would', 'be', 'pages', 'of', 'reflection']","['simple', 'phrase', 'action', 'hester', 'walking', 'street', 'would', 'pages', 'reflection']","['simpl', 'phrase', 'action', 'hester', 'walk', 'street', 'would', 'page', 'reflect']","['simple', 'phrase', 'action', 'hester', 'walking', 'street', 'would', 'page', 'reflection']"
"I read alot and am a huge fan of John Steinbeck, J.D Salinger, Mark Twian.","['i', 'read', 'alot', 'and', 'am', 'a', 'huge', 'fan', 'of', 'john', 'steinbeck', 'jd', 'salinger', 'mark', 'twian']","['read', 'alot', 'huge', 'fan', 'john', 'steinbeck', 'jd', 'salinger', 'mark', 'twian']","['read', 'alot', 'huge', 'fan', 'john', 'steinbeck', 'jd', 'saling', 'mark', 'twian']","['read', 'alot', 'huge', 'fan', 'john', 'steinbeck', 'jd', 'salinger', 'mark', 'twian']"
I hated this book.,"['i', 'hated', 'this', 'book']","['hated', 'book']","['hate', 'book']","['hated', 'book']"
It was took long and nearly impossible to read.,"['it', 'was', 'took', 'long', 'and', 'nearly', 'impossible', 'to', 'read']","['took', 'long', 'nearly', 'impossible', 'read']","['took', 'long', 'nearli', 'imposs', 'read']","['took', 'long', 'nearly', 'impossible', 'read']"
"If you have to read it for school, good luck.","['if', 'you', 'have', 'to', 'read', 'it', 'for', 'school', 'good', 'luck']","['read', 'school', 'good', 'luck']","['read', 'school', 'good', 'luck']","['read', 'school', 'good', 'luck']"
"Otherwise, avoid this.","['otherwise', 'avoid', 'this']","['otherwise', 'avoid']","['otherwis', 'avoid']","['otherwise', 'avoid']"
There are much better classics than this.,"['there', 'are', 'much', 'better', 'classics', 'than', 'this']","['much', 'better', 'classics']","['much', 'better', 'classic']","['much', 'better', 'classic']"
"Three words to describe my feelings of this book...I HATE IT.Hawthorne's writings are dull, dry, and other words that mean bad that start with D. The character's a boring.","['three', 'words', 'to', 'describe', 'my', 'feelings', 'of', 'this', 'booki', 'hate', 'ithawthornes', 'writings', 'are', 'dull', 'dry', 'and', 'other', 'words', 'that', 'mean', 'bad', 'that', 'start', 'with', 'd', 'the', 'characters', 'a', 'boring']","['three', 'words', 'describe', 'feelings', 'booki', 'hate', 'ithawthornes', 'writings', 'dull', 'dry', 'words', 'mean', 'bad', 'start', 'characters', 'boring']","['three', 'word', 'describ', 'feel', 'booki', 'hate', 'ithawthorn', 'write', 'dull', 'dri', 'word', 'mean', 'bad', 'start', 'charact', 'bore']","['three', 'word', 'describe', 'feeling', 'booki', 'hate', 'ithawthornes', 'writing', 'dull', 'dry', 'word', 'mean', 'bad', 'start', 'character', 'boring']"
"Being in high school, it took a little bit to understand it, but after a while, I was able to get the basic point of the story.","['being', 'in', 'high', 'school', 'it', 'took', 'a', 'little', 'bit', 'to', 'understand', 'it', 'but', 'after', 'a', 'while', 'i', 'was', 'able', 'to', 'get', 'the', 'basic', 'point', 'of', 'the', 'story']","['high', 'school', 'took', 'little', 'bit', 'understand', 'able', 'get', 'basic', 'point', 'story']","['high', 'school', 'took', 'littl', 'bit', 'understand', 'abl', 'get', 'basic', 'point', 'stori']","['high', 'school', 'took', 'little', 'bit', 'understand', 'able', 'get', 'basic', 'point', 'story']"
"If you know you'll have to read this for school in the future, read it ahead of time.","['if', 'you', 'know', 'youll', 'have', 'to', 'read', 'this', 'for', 'school', 'in', 'the', 'future', 'read', 'it', 'ahead', 'of', 'time']","['know', 'youll', 'read', 'school', 'future', 'read', 'ahead', 'time']","['know', 'youll', 'read', 'school', 'futur', 'read', 'ahead', 'time']","['know', 'youll', 'read', 'school', 'future', 'read', 'ahead', 'time']"
"That way, you won't be reading on a deadline, which makes it worse.","['that', 'way', 'you', 'wont', 'be', 'reading', 'on', 'a', 'deadline', 'which', 'makes', 'it', 'worse']","['way', 'wont', 'reading', 'deadline', 'makes', 'worse']","['way', 'wont', 'read', 'deadlin', 'make', 'wors']","['way', 'wont', 'reading', 'deadline', 'make', 'worse']"
